"NAME";"OUTCOME";"ORIGIN_FIELD";"FREEBASE_FIELD"
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Vander Blue";"CORRECT";"";""
"Vander Blue";"CORRECT";"";""
"Vander Blue";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Manny Harris";"CORRECT";"";""
"Manny Harris";"CORRECT";"";""
"Manny Harris";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Shawne Williams";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Jeff Teague";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Jeff Teague";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Jeff Teague";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Jeff Teague";"CORRECT";"";""
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Brandon Knight";"CORRECT";"";""
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Andre Drummond";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Chris Paul";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Mo Williams";"CORRECT";"";""
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Anthony Davis";"CORRECT";"";""
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Devin Harris";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Henry Sims";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Henry Sims";"CORRECT";"";""
"Henry Sims";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Mario Chalmers";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Shaun Livingston";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"DeMarcus Cousins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Kendrick Perkins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Kendrick Perkins";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Kendrick Perkins";"CORRECT";"";""
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"P.J. Tucker";"UNCORRECT";"P.J. Tucker";"P. J. Tucker"
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"Phil Pressey";"CORRECT";"";""
"David Lee";"SEMICORRECT";"";"st.louis"
"Phil Pressey";"CORRECT";"";""
"David Lee";"SEMICORRECT";"";"st.louis"
"Tyshawn Taylor";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Marcus Thornton";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Jorge Gutierrez";"SEMICORRECT";"mexico";"chihuahua"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Nerlens Noel";"CORRECT";"";""
"Nerlens Noel";"CORRECT";"";""
"Nerlens Noel";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Brook Lopez";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Landry Fields";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Terrence Ross";"CORRECT";"";""
"Chuck Hayes";"CORRECT";"";""
"Chuck Hayes";"CORRECT";"";""
"Chuck Hayes";"CORRECT";"";""
"John Salmons";"CORRECT";"";""
"John Salmons";"CORRECT";"";""
"John Salmons";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Steve Novak";"CORRECT";"";""
"Nando de Colo";"SEMICORRECT";"france";"sainte-catherine-lès-arras"
"Nando de Colo";"SEMICORRECT";"france";"sainte-catherine-lès-arras"
"Nando de Colo";"SEMICORRECT";"france";"sainte-catherine-lès-arras"
"Dwight Buycks";"CORRECT";"";""
"Julyan Stone";"CORRECT";"";""
"Julyan Stone";"CORRECT";"";""
"Julyan Stone";"CORRECT";"";""
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Earl Clark";"SEMICORRECT";"newark";"plainfield"
"Amar'e Stoudemire";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Amar'e Stoudemire";"CORRECT";"";""
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Tim Hardaway Jr.";"UNCORRECT";"Tim Hardaway Jr.";"Tim Hardaway, Jr."
"Chris Smith";"SEMICORRECT";"";"millstone"
"Shannon Brown";"CORRECT";"";""
"Chris Smith";"SEMICORRECT";"";"millstone"
"Chris Smith";"SEMICORRECT";"";"millstone"
"Chris Smith";"SEMICORRECT";"";"millstone"
"Shannon Brown";"CORRECT";"";""
"Shannon Brown";"CORRECT";"";""
"Shannon Brown";"CORRECT";"";""
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Beno Udrih";"SEMICORRECT";"yugoslavia";"celje"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Metta World Peace";"SEMICORRECT";"";"queensbridge"
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Kenyon Martin";"CORRECT";"";""
"Jeremy Tyler";"UNCORRECT";"1991-06-12";"1991-06-21"
"Toure' Murry";"UNCORRECT";"Toure' Murry";"Toure Murry"
"Amir Johnson";"CORRECT";"";""
"Amir Johnson";"CORRECT";"";""
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Gerald Henderson";"UNCORRECT";"1987-12-09";"1956-01-16"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Danny Green";"SEMICORRECT";"newyork";"northbabylon"
"Ryan Anderson";"CORRECT";"";""
"Ryan Anderson";"CORRECT";"";""
"Ryan Anderson";"CORRECT";"";""
"Ryan Anderson";"CORRECT";"";""
