ID;NAME;IMAGE;NUMBER;MEASURES;TEAM;INFO
05991;Ray Allen;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/9.png&w=350&h=254;#34 SG;"6' 5"", 205 lbs";Miami Heat;[BornJul 20, 1975 in Merced, CA (Age: 38)|Drafted1996: 1st Rnd, 5th by MIN|CollegeConnecticut|Experience17 years|]
05992;Ray Allen;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/9.png&w=350&h=254;#34 SG;"6' 5"", 205 lbs";Miami Heat;[BornJul 20, 1975 in Merced, CA (Age: 38)|Drafted1996: 1st Rnd, 5th by MIN|CollegeConnecticut|Experience17 years|]
05993;Chris Andersen;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1135.png&w=350&h=254;#11 PF;"6' 10"", 245 lbs";Miami Heat;[BornJul 7, 1978 in Iola, TX (Age: 35)|CollegeBlinn College|Experience11 years|]
05994;Chris Andersen;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1135.png&w=350&h=254;#11 PF;"6' 10"", 245 lbs";Miami Heat;[BornJul 7, 1978 in Iola, TX (Age: 35)|CollegeBlinn College|Experience11 years|]
05995;Chris Andersen;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1135.png&w=350&h=254;#11 PF;"6' 10"", 245 lbs";Miami Heat;[BornJul 7, 1978 in Iola, TX (Age: 35)|CollegeBlinn College|Experience11 years|]
05996;Danilo Gallinari;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3428.png&w=350&h=254;#8 SF;"6' 10"", 225 lbs";Denver Nuggets;[BornAug 8, 1988 in Italy (Age: 25)|Drafted2008: 1st Rnd, 6th by NY|CollegeNone|Experience5 years|]
05997;Danilo Gallinari;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3428.png&w=350&h=254;#8 SF;"6' 10"", 225 lbs";Denver Nuggets;[BornAug 8, 1988 in Italy (Age: 25)|Drafted2008: 1st Rnd, 6th by NY|CollegeNone|Experience5 years|]
05998;Chase Budinger;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3968.png&w=350&h=254;#10 SF;"6' 7"", 209 lbs";Minnesota Timberwolves;[BornMay 22, 1988 in La Jolla, CA (Age: 26)|Drafted2009: 2nd Rnd, 44th by DET|CollegeArizona|Experience4 years|]
05999;Chase Budinger;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3968.png&w=350&h=254;#10 SF;"6' 7"", 209 lbs";Minnesota Timberwolves;[BornMay 22, 1988 in La Jolla, CA (Age: 26)|Drafted2009: 2nd Rnd, 44th by DET|CollegeArizona|Experience4 years|]
06000;Chase Budinger;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3968.png&w=350&h=254;#10 SF;"6' 7"", 209 lbs";Minnesota Timberwolves;[BornMay 22, 1988 in La Jolla, CA (Age: 26)|Drafted2009: 2nd Rnd, 44th by DET|CollegeArizona|Experience4 years|]
06001;Kevin Martin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2394.png&w=350&h=254;#23 SG;"6' 7"", 197 lbs";Minnesota Timberwolves;[BornFeb 1, 1983 in Zanesville, OH (Age: 31)|Drafted2004: 1st Rnd, 26th by SAC|CollegeWestern Carolina|Experience9 years|]
06002;Kevin Martin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2394.png&w=350&h=254;#23 SG;"6' 7"", 197 lbs";Minnesota Timberwolves;[BornFeb 1, 1983 in Zanesville, OH (Age: 31)|Drafted2004: 1st Rnd, 26th by SAC|CollegeWestern Carolina|Experience9 years|]
06003;Kevin Martin;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2394.png&w=350&h=254;#23 SG;"6' 7"", 197 lbs";Minnesota Timberwolves;[BornFeb 1, 1983 in Zanesville, OH (Age: 31)|Drafted2004: 1st Rnd, 26th by SAC|CollegeWestern Carolina|Experience9 years|]
06004;Thomas Robinson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6618.png&w=350&h=254;#41 PF;"6' 10"", 237 lbs";Portland Trail Blazers;[BornMar 18, 1991 in Washington, DC (Age: 23)|Drafted2012: 1st Rnd, 5th by SAC|CollegeKansas|Experience1 year|]
06005;Thomas Robinson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6618.png&w=350&h=254;#41 PF;"6' 10"", 237 lbs";Portland Trail Blazers;[BornMar 18, 1991 in Washington, DC (Age: 23)|Drafted2012: 1st Rnd, 5th by SAC|CollegeKansas|Experience1 year|]
06006;Damian Lillard;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6606.png&w=350&h=254;#0 PG;"6' 3"", 195 lbs";Portland Trail Blazers;[BornJul 5, 1990 in Oakland, CA (Age: 23)|Drafted2012: 1st Rnd, 6th by POR|CollegeWeber State|Experience1 year|]
06007;Damian Lillard;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6606.png&w=350&h=254;#0 PG;"6' 3"", 195 lbs";Portland Trail Blazers;[BornJul 5, 1990 in Oakland, CA (Age: 23)|Drafted2012: 1st Rnd, 6th by POR|CollegeWeber State|Experience1 year|]
06008;Damian Lillard;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6606.png&w=350&h=254;#0 PG;"6' 3"", 195 lbs";Portland Trail Blazers;[BornJul 5, 1990 in Oakland, CA (Age: 23)|Drafted2012: 1st Rnd, 6th by POR|CollegeWeber State|Experience1 year|]
06009;Russell Westbrook;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&w=350&h=254;#0 PG;"6' 3"", 200 lbs";Oklahoma City Thunder;[BornNov 12, 1988 in Long Beach, CA (Age: 25)|Drafted2008: 1st Rnd, 4th by SEA|CollegeUCLA|Experience5 years|]
06010;Russell Westbrook;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&w=350&h=254;#0 PG;"6' 3"", 200 lbs";Oklahoma City Thunder;[BornNov 12, 1988 in Long Beach, CA (Age: 25)|Drafted2008: 1st Rnd, 4th by SEA|CollegeUCLA|Experience5 years|]
06011;Russell Westbrook;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&w=350&h=254;#0 PG;"6' 3"", 200 lbs";Oklahoma City Thunder;[BornNov 12, 1988 in Long Beach, CA (Age: 25)|Drafted2008: 1st Rnd, 4th by SEA|CollegeUCLA|Experience5 years|]
06012;Courtney Lee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3445.png&w=350&h=254;#5 SG;"6' 5"", 200 lbs";Memphis Grizzlies;[BornOct 3, 1985 in Indianapolis, IN (Age: 28)|Drafted2008: 1st Rnd, 22nd by ORL|CollegeWestern Kentucky|Experience5 years|]
06013;Courtney Lee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3445.png&w=350&h=254;#5 SG;"6' 5"", 200 lbs";Memphis Grizzlies;[BornOct 3, 1985 in Indianapolis, IN (Age: 28)|Drafted2008: 1st Rnd, 22nd by ORL|CollegeWestern Kentucky|Experience5 years|]
06014;Courtney Lee;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3445.png&w=350&h=254;#5 SG;"6' 5"", 200 lbs";Memphis Grizzlies;[BornOct 3, 1985 in Indianapolis, IN (Age: 28)|Drafted2008: 1st Rnd, 22nd by ORL|CollegeWestern Kentucky|Experience5 years|]
06015;Gerald Wallace;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1026.png&w=350&h=254;#45 SF;"6' 7"", 220 lbs";Boston Celtics;[BornJul 23, 1982 in Sylacauga, AL (Age: 31)|Drafted2001: 1st Rnd, 25th by SAC|CollegeAlabama|Experience12 years|]
06016;Gerald Wallace;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1026.png&w=350&h=254;#45 SF;"6' 7"", 220 lbs";Boston Celtics;[BornJul 23, 1982 in Sylacauga, AL (Age: 31)|Drafted2001: 1st Rnd, 25th by SAC|CollegeAlabama|Experience12 years|]
06017;Gerald Wallace;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1026.png&w=350&h=254;#45 SF;"6' 7"", 220 lbs";Boston Celtics;[BornJul 23, 1982 in Sylacauga, AL (Age: 31)|Drafted2001: 1st Rnd, 25th by SAC|CollegeAlabama|Experience12 years|]
06018;MarShon Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6428.png&w=350&h=254;#2 SG;"6' 5"", 200 lbs";Los Angeles Lakers;[BornJan 26, 1989 in Long Branch, NJ (Age: 25)|Drafted2011: 1st Rnd, 25th by BOS|CollegeProvidence|Experience2 years|]
06019;MarShon Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6428.png&w=350&h=254;#2 SG;"6' 5"", 200 lbs";Los Angeles Lakers;[BornJan 26, 1989 in Long Branch, NJ (Age: 25)|Drafted2011: 1st Rnd, 25th by BOS|CollegeProvidence|Experience2 years|]
06020;MarShon Brooks;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6428.png&w=350&h=254;#2 SG;"6' 5"", 200 lbs";Los Angeles Lakers;[BornJan 26, 1989 in Long Branch, NJ (Age: 25)|Drafted2011: 1st Rnd, 25th by BOS|CollegeProvidence|Experience2 years|]
06021;Avery Bradley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4240.png&w=350&h=254;#0 PG;"6' 2"", 180 lbs";Boston Celtics;[BornNov 26, 1990 in Tacoma, WA (Age: 23)|Drafted2010: 1st Rnd, 19th by BOS|CollegeTexas|Experience3 years|]
06022;Avery Bradley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4240.png&w=350&h=254;#0 PG;"6' 2"", 180 lbs";Boston Celtics;[BornNov 26, 1990 in Tacoma, WA (Age: 23)|Drafted2010: 1st Rnd, 19th by BOS|CollegeTexas|Experience3 years|]
06023;Avery Bradley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4240.png&w=350&h=254;#0 PG;"6' 2"", 180 lbs";Boston Celtics;[BornNov 26, 1990 in Tacoma, WA (Age: 23)|Drafted2010: 1st Rnd, 19th by BOS|CollegeTexas|Experience3 years|]
06024;Jordan Crawford;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4243.png&w=350&h=254;#55 SG;"6' 4"", 195 lbs";Golden State Warriors;[BornOct 23, 1988 in Detroit, MI (Age: 25)|Drafted2010: 1st Rnd, 27th by NJ|CollegeXavier|Experience3 years|]
06025;Jordan Crawford;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4243.png&w=350&h=254;#55 SG;"6' 4"", 195 lbs";Golden State Warriors;[BornOct 23, 1988 in Detroit, MI (Age: 25)|Drafted2010: 1st Rnd, 27th by NJ|CollegeXavier|Experience3 years|]
06026;Tony Parker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1015.png&w=350&h=254;#9 PG;"6' 2"", 185 lbs";San Antonio Spurs;[BornMay 17, 1982 in Belgium (Age: 32)|Drafted2001: 1st Rnd, 28th by SA|CollegeNone|Experience12 years|]
06027;Jordan Crawford;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4243.png&w=350&h=254;#55 SG;"6' 4"", 195 lbs";Golden State Warriors;[BornOct 23, 1988 in Detroit, MI (Age: 25)|Drafted2010: 1st Rnd, 27th by NJ|CollegeXavier|Experience3 years|]
06028;Tony Parker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1015.png&w=350&h=254;#9 PG;"6' 2"", 185 lbs";San Antonio Spurs;[BornMay 17, 1982 in Belgium (Age: 32)|Drafted2001: 1st Rnd, 28th by SA|CollegeNone|Experience12 years|]
06029;Tony Parker;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1015.png&w=350&h=254;#9 PG;"6' 2"", 185 lbs";San Antonio Spurs;[BornMay 17, 1982 in Belgium (Age: 32)|Drafted2001: 1st Rnd, 28th by SA|CollegeNone|Experience12 years|]
06030;Lance Stephenson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4244.png&w=350&h=254;#1 SG;"6' 5"", 230 lbs";Indiana Pacers;[BornSep 5, 1990 in Brooklyn, NY (Age: 23)|Drafted2010: 2nd Rnd, 40th by IND|CollegeCincinnati|Experience3 years|]
06031;Lance Stephenson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4244.png&w=350&h=254;#1 SG;"6' 5"", 230 lbs";Indiana Pacers;[BornSep 5, 1990 in Brooklyn, NY (Age: 23)|Drafted2010: 2nd Rnd, 40th by IND|CollegeCincinnati|Experience3 years|]
06032;Lance Stephenson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4244.png&w=350&h=254;#1 SG;"6' 5"", 230 lbs";Indiana Pacers;[BornSep 5, 1990 in Brooklyn, NY (Age: 23)|Drafted2010: 2nd Rnd, 40th by IND|CollegeCincinnati|Experience3 years|]
06033;Shawne Williams;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3038.png&w=350&h=254;PF;"6' 9"", 230 lbs";;[BornFeb 16, 1986 in Memphis, TN (Age: 28)|Drafted2006: 1st Rnd, 17th by IND|CollegeMemphis|Experience5 years|]
06034;Shawne Williams;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3038.png&w=350&h=254;PF;"6' 9"", 230 lbs";;[BornFeb 16, 1986 in Memphis, TN (Age: 28)|Drafted2006: 1st Rnd, 17th by IND|CollegeMemphis|Experience5 years|]
06035;Manu Ginobili;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/272.png&w=350&h=254;#20 SG;"6' 6"", 205 lbs";San Antonio Spurs;[BornJul 28, 1977 in Argentina (Age: 36)|Drafted1999: 2nd Rnd, 57th by SA|CollegeNone|Experience11 years|]
06036;Manu Ginobili;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/272.png&w=350&h=254;#20 SG;"6' 6"", 205 lbs";San Antonio Spurs;[BornJul 28, 1977 in Argentina (Age: 36)|Drafted1999: 2nd Rnd, 57th by SA|CollegeNone|Experience11 years|]
06037;Manu Ginobili;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/272.png&w=350&h=254;#20 SG;"6' 6"", 205 lbs";San Antonio Spurs;[BornJul 28, 1977 in Argentina (Age: 36)|Drafted1999: 2nd Rnd, 57th by SA|CollegeNone|Experience11 years|]
06038;Chandler Parsons;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6466.png&w=350&h=254;#25 SF;"6' 9"", 227 lbs";Houston Rockets;[BornOct 25, 1988 in Casselberry, FL (Age: 25)|Drafted2011: 2nd Rnd, 38th by HOU|CollegeFlorida|Experience2 years|]
06039;Chandler Parsons;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6466.png&w=350&h=254;#25 SF;"6' 9"", 227 lbs";Houston Rockets;[BornOct 25, 1988 in Casselberry, FL (Age: 25)|Drafted2011: 2nd Rnd, 38th by HOU|CollegeFlorida|Experience2 years|]
06040;Paul George;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4251.png&w=350&h=254;#24 SF;"6' 9"", 220 lbs";Indiana Pacers;[BornMay 2, 1990 in Palmdale, CA (Age: 24)|Drafted2010: 1st Rnd, 10th by IND|CollegeFresno State|Experience3 years|]
06041;Paul George;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4251.png&w=350&h=254;#24 SF;"6' 9"", 220 lbs";Indiana Pacers;[BornMay 2, 1990 in Palmdale, CA (Age: 24)|Drafted2010: 1st Rnd, 10th by IND|CollegeFresno State|Experience3 years|]
06042;Paul George;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4251.png&w=350&h=254;#24 SF;"6' 9"", 220 lbs";Indiana Pacers;[BornMay 2, 1990 in Palmdale, CA (Age: 24)|Drafted2010: 1st Rnd, 10th by IND|CollegeFresno State|Experience3 years|]
06043;Jeff Teague;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4015.png&w=350&h=254;#0 PG;"6' 2"", 181 lbs";Atlanta Hawks;[BornJun 10, 1988 in Indianapolis, IN (Age: 25)|Drafted2009: 1st Rnd, 19th by ATL|CollegeWake Forest|Experience4 years|]
06044;Jeff Teague;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4015.png&w=350&h=254;#0 PG;"6' 2"", 181 lbs";Atlanta Hawks;[BornJun 10, 1988 in Indianapolis, IN (Age: 25)|Drafted2009: 1st Rnd, 19th by ATL|CollegeWake Forest|Experience4 years|]
06045;Kyle Lowry;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3012.png&w=350&h=254;#7 PG;"6' 0"", 205 lbs";Toronto Raptors;[BornMar 25, 1986 in Philadelphia, PA (Age: 28)|Drafted2006: 1st Rnd, 24th by MEM|CollegeVillanova|Experience7 years|]
06046;Kyle Lowry;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3012.png&w=350&h=254;#7 PG;"6' 0"", 205 lbs";Toronto Raptors;[BornMar 25, 1986 in Philadelphia, PA (Age: 28)|Drafted2006: 1st Rnd, 24th by MEM|CollegeVillanova|Experience7 years|]
06047;Kyle Lowry;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3012.png&w=350&h=254;#7 PG;"6' 0"", 205 lbs";Toronto Raptors;[BornMar 25, 1986 in Philadelphia, PA (Age: 28)|Drafted2006: 1st Rnd, 24th by MEM|CollegeVillanova|Experience7 years|]
06048;Al Horford;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3213.png&w=350&h=254;#15 C;"6' 10"", 250 lbs";Atlanta Hawks;[BornJun 3, 1986 in Dominican Republic (Age: 27)|Drafted2007: 1st Rnd, 3rd by ATL|CollegeFlorida|Experience6 years|]
06049;Al Horford;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3213.png&w=350&h=254;#15 C;"6' 10"", 250 lbs";Atlanta Hawks;[BornJun 3, 1986 in Dominican Republic (Age: 27)|Drafted2007: 1st Rnd, 3rd by ATL|CollegeFlorida|Experience6 years|]
06050;Josh Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2411.png&w=350&h=254;#6 SF;"6' 9"", 225 lbs";Detroit Pistons;[BornDec 5, 1985 in College Park, GA (Age: 28)|Drafted2004: 1st Rnd, 17th by ATL|CollegeNone|Experience9 years|]
06051;Josh Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2411.png&w=350&h=254;#6 SF;"6' 9"", 225 lbs";Detroit Pistons;[BornDec 5, 1985 in College Park, GA (Age: 28)|Drafted2004: 1st Rnd, 17th by ATL|CollegeNone|Experience9 years|]
06052;Josh Smith;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2411.png&w=350&h=254;#6 SF;"6' 9"", 225 lbs";Detroit Pistons;[BornDec 5, 1985 in College Park, GA (Age: 28)|Drafted2004: 1st Rnd, 17th by ATL|CollegeNone|Experience9 years|]
06053;Andre Drummond;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6585.png&w=350&h=254;#0 C;"6' 10"", 270 lbs";Detroit Pistons;[BornAug 10, 1993 in Mount Vernon, NY (Age: 20)|Drafted2012: 1st Rnd, 9th by DET|CollegeConnecticut|Experience1 year|]
06054;Andre Drummond;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6585.png&w=350&h=254;#0 C;"6' 10"", 270 lbs";Detroit Pistons;[BornAug 10, 1993 in Mount Vernon, NY (Age: 20)|Drafted2012: 1st Rnd, 9th by DET|CollegeConnecticut|Experience1 year|]
06055;Andre Drummond;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6585.png&w=350&h=254;#0 C;"6' 10"", 270 lbs";Detroit Pistons;[BornAug 10, 1993 in Mount Vernon, NY (Age: 20)|Drafted2012: 1st Rnd, 9th by DET|CollegeConnecticut|Experience1 year|]
06056;Anderson Varejao;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2419.png&w=350&h=254;#17 C;"6' 11"", 267 lbs";Cleveland Cavaliers;[BornSep 28, 1982 in Brazil (Age: 31)|Drafted2004: 2nd Rnd, 30th by ORL|CollegeNone|Experience9 years|]
06057;Anderson Varejao;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2419.png&w=350&h=254;#17 C;"6' 11"", 267 lbs";Cleveland Cavaliers;[BornSep 28, 1982 in Brazil (Age: 31)|Drafted2004: 2nd Rnd, 30th by ORL|CollegeNone|Experience9 years|]
06058;Chris Paul;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2779.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Los Angeles Clippers;[BornMay 6, 1985 in Winston-salem, NC (Age: 29)|Drafted2005: 1st Rnd, 4th by NO|CollegeWake Forest|Experience8 years|]
06059;Chris Paul;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2779.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Los Angeles Clippers;[BornMay 6, 1985 in Winston-salem, NC (Age: 29)|Drafted2005: 1st Rnd, 4th by NO|CollegeWake Forest|Experience8 years|]
06060;Chris Paul;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2779.png&w=350&h=254;#3 PG;"6' 0"", 175 lbs";Los Angeles Clippers;[BornMay 6, 1985 in Winston-salem, NC (Age: 29)|Drafted2005: 1st Rnd, 4th by NO|CollegeWake Forest|Experience8 years|]
06061;Kevin Love;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3449.png&w=350&h=254;#42 PF;"6' 10"", 243 lbs";Minnesota Timberwolves;[BornSep 7, 1988 in Santa Monica, CA (Age: 25)|Drafted2008: 1st Rnd, 5th by MEM|CollegeUCLA|Experience5 years|]
06062;Kevin Love;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3449.png&w=350&h=254;#42 PF;"6' 10"", 243 lbs";Minnesota Timberwolves;[BornSep 7, 1988 in Santa Monica, CA (Age: 25)|Drafted2008: 1st Rnd, 5th by MEM|CollegeUCLA|Experience5 years|]
06063;Kevin Love;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3449.png&w=350&h=254;#42 PF;"6' 10"", 243 lbs";Minnesota Timberwolves;[BornSep 7, 1988 in Santa Monica, CA (Age: 25)|Drafted2008: 1st Rnd, 5th by MEM|CollegeUCLA|Experience5 years|]
06064;Mike Conley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3195.png&w=350&h=254;#11 PG;"6' 1"", 185 lbs";Memphis Grizzlies;[BornOct 11, 1987 in Indianapolis, IN (Age: 26)|Drafted2007: 1st Rnd, 4th by MEM|CollegeOhio State|Experience6 years|]
06065;Mike Conley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3195.png&w=350&h=254;#11 PG;"6' 1"", 185 lbs";Memphis Grizzlies;[BornOct 11, 1987 in Indianapolis, IN (Age: 26)|Drafted2007: 1st Rnd, 4th by MEM|CollegeOhio State|Experience6 years|]
06066;Mike Conley;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3195.png&w=350&h=254;#11 PG;"6' 1"", 185 lbs";Memphis Grizzlies;[BornOct 11, 1987 in Indianapolis, IN (Age: 26)|Drafted2007: 1st Rnd, 4th by MEM|CollegeOhio State|Experience6 years|]
06067;Gordon Hayward;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4249.png&w=350&h=254;#20 SG;"6' 8"", 220 lbs";Utah Jazz;[BornMar 23, 1990 in Indianapolis, IN (Age: 24)|Drafted2010: 1st Rnd, 9th by UTAH|CollegeButler|Experience3 years|]
06068;Gordon Hayward;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4249.png&w=350&h=254;#20 SG;"6' 8"", 220 lbs";Utah Jazz;[BornMar 23, 1990 in Indianapolis, IN (Age: 24)|Drafted2010: 1st Rnd, 9th by UTAH|CollegeButler|Experience3 years|]
06069;Brandon Jennings;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3997.png&w=350&h=254;#7 PG;"6' 1"", 169 lbs";Detroit Pistons;[BornSep 23, 1989 in Compton, CA (Age: 24)|Drafted2009: 1st Rnd, 10th by MIL|CollegeNone|Experience4 years|]
06070;Brandon Jennings;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3997.png&w=350&h=254;#7 PG;"6' 1"", 169 lbs";Detroit Pistons;[BornSep 23, 1989 in Compton, CA (Age: 24)|Drafted2009: 1st Rnd, 10th by MIL|CollegeNone|Experience4 years|]
06071;Brandon Jennings;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3997.png&w=350&h=254;#7 PG;"6' 1"", 169 lbs";Detroit Pistons;[BornSep 23, 1989 in Compton, CA (Age: 24)|Drafted2009: 1st Rnd, 10th by MIL|CollegeNone|Experience4 years|]
06072;John Wall;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4237.png&w=350&h=254;#2 PG;"6' 4"", 195 lbs";Washington Wizards;[BornSep 6, 1990 in Raleigh, NC (Age: 23)|Drafted2010: 1st Rnd, 1st by WSH|CollegeKentucky|Experience3 years|]
06073;LeBron James;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254;#6 SF;"6' 8"", 250 lbs";Miami Heat;[BornDec 30, 1984 in Akron, OH (Age: 29)|Drafted2003: 1st Rnd, 1st by CLE|CollegeNone|Experience10 years|]
06074;LeBron James;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=350&h=254;#6 SF;"6' 8"", 250 lbs";Miami Heat;[BornDec 30, 1984 in Akron, OH (Age: 29)|Drafted2003: 1st Rnd, 1st by CLE|CollegeNone|Experience10 years|]
06075;John Wall;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4237.png&w=350&h=254;#2 PG;"6' 4"", 195 lbs";Washington Wizards;[BornSep 6, 1990 in Raleigh, NC (Age: 23)|Drafted2010: 1st Rnd, 1st by WSH|CollegeKentucky|Experience3 years|]
06076;John Wall;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4237.png&w=350&h=254;#2 PG;"6' 4"", 195 lbs";Washington Wizards;[BornSep 6, 1990 in Raleigh, NC (Age: 23)|Drafted2010: 1st Rnd, 1st by WSH|CollegeKentucky|Experience3 years|]
06077;Al Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2389.png&w=350&h=254;#25 C;"6' 10"", 289 lbs";Charlotte Hornets;[BornJan 4, 1985 in Monticello, MS (Age: 29)|Drafted2004: 1st Rnd, 15th by BOS|CollegeNone|Experience9 years|]
06078;Al Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2389.png&w=350&h=254;#25 C;"6' 10"", 289 lbs";Charlotte Hornets;[BornJan 4, 1985 in Monticello, MS (Age: 29)|Drafted2004: 1st Rnd, 15th by BOS|CollegeNone|Experience9 years|]
06079;Al Jefferson;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2389.png&w=350&h=254;#25 C;"6' 10"", 289 lbs";Charlotte Hornets;[BornJan 4, 1985 in Monticello, MS (Age: 29)|Drafted2004: 1st Rnd, 15th by BOS|CollegeNone|Experience9 years|]
06080;Roy Hibbert;http://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3436.png&w=350&h=254;#55 C;"7' 2"", 290 lbs";Indiana Pacers;[BornDec 11, 1986 in Queens, NY (Age: 27)|Drafted2008: 1st Rnd, 17th by TOR|CollegeGeorgetown|Experience5 years|]
